# ACTS Test Suite Generation: Tue Dec 15 09:46:01 JST 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 13
# Maximum number of values per parameter: 101
# Number of configurations: 11442
p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
5,5,52,6,5,22,5,2,1,33,7,40,28
2,5,53,10,6,23,0,2,1,34,11,41,29
3,5,54,5,0,24,1,3,1,35,12,42,30
3,5,55,4,1,25,4,4,1,36,13,43,31
4,5,56,2,5,26,5,0,0,37,14,44,32
5,5,57,14,6,27,0,1,0,38,15,45,33
6,5,58,15,0,28,1,2,1,39,16,46,34
7,5,2,0,1,29,2,3,0,40,17,47,35
8,5,3,7,5,30,2,4,0,41,18,48,36
9,5,4,8,3,31,5,0,1,42,19,49,37
5,5,6,9,4,32,0,1,0,43,20,50,38
7,5,7,14,5,33,1,2,0,44,21,51,39
4,5,8,7,6,34,3,4,1,45,22,52,40
8,5,9,1,0,35,4,0,0,46,23,53,41
9,5,10,15,1,36,4,0,1,47,24,54,42
7,5,11,3,2,37,3,1,0,48,25,55,43
8,5,12,4,3,38,4,2,0,49,26,56,44
3,5,13,5,4,39,3,3,1,50,27,57,45
1,5,14,12,5,40,4,4,1,51,28,58,46
1,5,15,13,6,41,2,1,0,52,29,59,47
6,5,16,14,0,42,3,1,0,53,30,60,48
7,5,17,11,1,43,5,3,0,54,6,61,49
8,5,18,12,2,44,4,3,0,55,7,62,50
1,5,19,6,3,45,2,4,1,56,8,63,51
2,5,20,14,4,46,0,0,0,57,9,64,52
2,5,21,8,5,47,1,1,0,58,10,65,53
3,5,22,9,6,48,4,1,1,59,32,66,54
4,5,23,10,0,49,5,3,0,60,33,67,55
5,5,24,1,1,50,0,4,0,61,34,68,56
6,5,25,3,2,51,4,0,1,62,35,69,57
7,5,26,6,3,52,1,2,0,63,36,70,58
8,5,27,7,4,53,2,3,1,64,37,71,59
6,5,28,15,5,54,1,4,1,65,38,72,60
1,5,29,0,6,55,2,0,1,66,39,73,61
7,5,31,1,0,56,5,1,1,67,40,74,62
9,5,32,6,1,57,2,1,1,68,41,75,63
4,5,33,7,2,58,4,2,0,69,42,76,64
5,5,34,11,3,59,5,3,1,70,43,77,65
3,5,35,9,4,60,3,4,0,71,0,78,66
7,5,36,10,5,61,1,0,0,72,1,79,67
8,5,37,11,6,62,5,1,1,73,2,80,68
9,5,38,2,0,63,0,2,1,74,3,81,69
7,5,39,8,6,64,1,3,1,75,4,82,70
8,5,40,9,2,65,4,4,1,76,5,83,71
9,5,41,10,3,66,5,0,0,77,31,84,72
1,5,42,11,4,67,0,1,1,78,32,85,73
2,5,43,12,5,68,1,2,0,79,33,86,74
3,5,44,13,0,69,5,4,0,80,34,87,75
4,5,45,14,1,70,0,4,1,81,35,88,76
3,5,46,15,2,71,5,0,1,82,36,89,77
4,5,47,4,3,72,0,1,1,83,37,90,78
5,5,48,5,3,73,4,2,1,84,38,91,79
1,5,49,2,4,74,3,3,0,85,39,92,80
2,5,50,3,6,75,3,4,1,86,40,93,81
1,5,59,12,3,76,1,0,1,87,41,94,82
2,5,60,13,4,77,0,2,1,88,42,95,83
5,5,61,6,1,78,1,1,0,89,43,96,84
6,5,62,15,2,79,1,3,1,90,0,97,85
3,5,63,0,6,80,2,4,0,91,1,98,86
4,5,64,1,0,81,3,2,0,92,2,99,87
5,5,65,5,6,82,1,1,1,93,3,1,88
6,5,66,7,0,83,2,2,1,94,4,2,89
9,5,67,7,1,84,1,3,0,95,5,3,90
8,5,68,8,2,85,4,2,0,96,6,4,91
9,5,69,9,0,86,3,0,0,97,7,5,92
1,5,70,3,4,87,1,1,0,98,9,9,93
4,5,71,5,2,88,4,0,1,99,10,19,94
5,5,72,2,3,89,3,0,1,0,11,8,95
1,5,73,14,4,90,3,0,0,1,12,12,96
7,5,74,15,5,91,5,3,1,2,13,13,97
5,5,0,4,5,92,2,3,1,10,15,15,98
3,5,5,8,6,93,0,4,0,11,16,16,99
2,5,30,12,1,94,2,3,1,12,18,6,100
9,5,32,1,5,95,5,2,1,6,20,7,0
2,5,33,4,3,96,4,0,0,7,21,14,1
4,5,35,7,6,97,0,1,0,8,24,17,2
7,5,36,13,0,98,5,0,1,9,25,18,3
8,5,37,6,1,99,2,2,0,10,26,19,4
5,5,38,13,2,100,4,4,0,11,27,11,5
7,6,39,0,3,0,3,4,1,12,28,20,7
2,6,40,4,1,1,4,0,0,14,29,22,8
3,6,41,5,2,2,5,1,1,15,30,23,9
4,6,42,6,3,3,0,2,1,16,31,24,10
6,6,43,15,4,4,2,3,0,17,8,25,11
9,6,44,8,5,5,1,4,1,18,14,26,12
8,6,45,9,6,6,4,0,0,19,17,27,13
2,6,46,10,5,7,5,2,0,20,22,28,14
1,6,47,2,6,8,3,3,0,21,23,29,15
2,6,48,12,0,9,1,0,1,22,24,30,16
5,6,49,13,1,10,0,1,0,23,19,31,17
6,6,50,14,1,11,4,2,1,24,20,32,18
1,6,51,15,2,12,3,4,0,25,21,33,19
8,6,52,7,3,13,0,0,0,26,34,34,20
3,6,53,8,4,14,3,1,1,27,35,35,21
1,6,54,3,5,15,0,2,0,28,36,36,22
6,6,55,10,6,16,5,3,0,29,37,37,23
5,6,56,11,0,17,5,4,0,30,38,38,24
6,6,57,12,1,18,0,3,0,31,39,39,25
9,6,58,2,2,19,1,4,0,32,40,40,26
8,6,59,3,4,20,2,3,0,33,42,41,27
6,6,60,0,4,21,1,4,0,34,43,42,28
2,6,61,1,5,22,2,1,0,35,0,43,29
8,6,62,6,6,23,3,2,0,36,1,44,30
8,6,63,11,0,24,2,3,1,37,2,45,31
9,6,64,3,2,25,1,0,0,38,3,46,32
7,6,65,4,2,26,2,1,0,39,4,47,33
3,6,66,5,3,27,3,3,1,40,5,48,34
7,6,67,6,4,28,4,3,0,41,6,49,35
9,6,68,2,5,29,1,1,1,42,7,50,36
2,6,69,10,6,30,2,0,1,43,9,51,37
3,6,70,9,0,31,0,1,1,44,10,52,38
2,6,71,10,1,32,4,3,1,45,11,53,39
4,6,72,11,2,33,0,4,1,46,12,54,40
1,6,73,12,3,34,5,3,0,47,13,55,41
5,6,74,2,4,35,0,0,1,48,16,56,42
6,6,0,0,5,36,5,2,1,49,33,57,43
4,6,1,4,6,37,0,3,1,50,41,58,44
9,6,2,1,0,38,1,0,0,51,15,59,45
4,6,3,1,1,39,1,1,0,52,32,60,46
3,6,4,2,2,40,2,2,0,53,8,61,47
8,6,5,3,3,41,4,2,1,54,18,62,48
9,6,6,5,4,42,5,4,1,55,26,63,49
3,6,7,10,5,43,3,4,1,56,27,64,50
7,6,8,11,6,44,3,0,0,57,25,65,51
5,6,9,12,0,45,3,1,1,58,29,66,52
1,6,10,13,1,46,4,3,1,59,30,67,53
1,6,11,14,2,47,2,2,0,60,31,68,54
6,6,12,5,3,48,4,4,1,61,14,69,55
9,6,13,15,4,49,5,1,0,62,17,70,56
1,6,14,13,5,50,0,4,1,63,22,71,57
2,6,15,14,6,51,2,2,1,64,23,72,58
3,6,16,9,0,52,4,2,0,65,24,73,59
4,6,17,10,1,53,5,4,0,66,19,74,60
5,6,18,11,2,54,0,0,1,67,28,75,61
6,6,19,15,3,55,1,1,0,68,29,76,62
7,6,20,0,4,56,2,2,1,69,30,77,63
8,6,21,1,5,57,4,4,1,70,31,78,64
4,6,22,5,0,58,4,0,0,71,35,79,65
6,6,23,3,6,59,1,1,0,72,36,80,66
6,6,24,15,1,60,2,2,1,73,37,81,67
2,6,25,7,2,61,2,0,0,74,38,82,68
3,6,26,8,3,62,3,3,0,75,39,83,69
4,6,27,7,4,63,2,3,1,76,40,84,70
5,6,28,8,5,64,3,4,0,77,41,85,71
2,6,29,9,6,65,5,0,1,78,42,86,72
7,6,30,1,1,66,2,1,1,79,43,87,73
8,6,31,14,6,67,3,3,1,80,0,88,74
6,6,34,3,0,68,4,2,0,81,1,89,75
7,6,35,13,4,69,1,3,1,82,2,90,76
8,6,36,14,4,70,3,1,0,83,3,91,77
2,6,37,9,1,71,1,2,0,84,4,92,78
9,6,38,0,2,72,5,3,0,85,6,93,79
4,6,33,7,5,73,0,0,1,86,8,94,80
9,6,32,8,3,74,1,1,0,87,9,95,81
8,6,39,10,5,75,2,2,1,88,10,96,82
9,6,40,11,6,76,5,4,1,89,11,97,83
1,6,41,12,0,77,4,4,1,90,12,98,84
2,6,42,13,3,78,5,0,1,91,13,99,85
5,6,43,4,4,79,0,2,0,92,14,1,86
5,6,44,6,3,80,3,3,0,93,15,2,87
7,6,45,6,0,81,4,4,1,94,16,3,88
8,6,46,4,2,82,5,0,0,95,17,4,89
9,6,47,8,3,83,0,3,0,96,18,5,90
1,6,48,2,6,84,0,4,0,97,19,9,91
3,6,49,0,0,85,5,3,0,98,20,10,92
8,6,50,1,5,86,0,1,0,99,21,21,93
4,6,51,6,0,87,3,1,0,0,28,11,94
6,6,53,6,2,88,2,4,1,1,33,13,95
4,6,54,7,0,89,3,1,1,2,34,14,96
2,6,55,8,1,90,0,2,0,3,5,15,97
7,6,56,5,2,91,4,0,0,4,7,16,98
7,6,57,6,4,92,3,1,1,5,25,17,99
6,6,58,2,1,93,1,0,1,13,26,18,100
1,6,59,0,3,94,4,1,1,8,27,19,0
3,6,60,2,6,95,1,3,1,9,22,20,1
3,6,61,9,1,96,3,0,0,10,23,6,2
1,6,62,10,3,97,5,1,0,11,32,7,3
4,6,63,11,0,98,0,4,1,12,33,8,4
2,6,64,12,5,99,0,2,0,13,34,9,5
3,6,65,2,3,100,2,1,1,14,35,12,6
4,7,67,13,6,0,2,4,1,15,36,24,8
5,7,68,14,0,1,4,2,0,16,37,25,9
6,7,69,2,1,2,5,3,1,17,38,26,10
7,7,70,3,2,3,4,0,0,18,39,27,11
8,7,71,4,3,4,1,1,0,19,40,28,12
9,7,72,5,4,5,0,1,0,20,41,29,13
1,7,73,15,5,6,3,4,1,21,42,30,14
2,7,74,4,5,7,4,0,1,22,43,31,15
3,7,0,5,6,8,3,3,0,23,0,32,16
4,7,1,9,0,9,4,4,0,24,3,33,17
5,7,2,15,4,10,5,3,0,25,4,34,18
9,7,3,0,5,11,5,4,0,26,6,35,19
7,7,4,1,6,12,2,2,1,27,7,36,20
5,7,5,10,0,13,3,2,0,28,8,37,21
9,7,6,12,1,14,1,1,1,29,16,38,22
1,7,7,8,2,15,2,1,0,30,17,39,23
2,7,8,4,3,16,0,2,0,31,18,40,24
3,7,9,14,4,17,4,3,0,32,19,41,25
1,7,10,6,5,18,5,4,1,33,20,42,26
5,7,11,7,6,19,3,0,1,34,21,43,27
9,7,12,1,1,20,5,1,1,35,22,44,28
1,7,13,2,2,21,0,3,0,36,23,45,29
7,7,14,10,3,22,0,4,0,37,24,46,30
3,7,15,0,4,23,1,1,1,38,25,47,31
4,7,16,12,5,24,0,0,0,39,26,48,32
2,7,17,6,6,25,4,3,1,40,27,49,33
3,7,18,3,1,26,2,2,1,41,31,50,34
4,7,19,11,2,27,1,3,0,42,32,51,35
8,7,20,15,2,28,2,2,0,43,1,52,36
6,7,21,7,2,29,5,3,1,44,2,53,37
7,7,22,13,3,30,3,4,1,45,14,54,38
8,7,23,15,4,31,1,2,1,46,15,55,39
3,7,24,13,5,32,2,1,1,47,30,56,40
4,7,25,14,6,33,0,0,0,48,10,57,41
5,7,26,1,0,34,1,1,1,49,11,58,42
6,7,27,8,1,35,1,4,1,50,12,59,43
7,7,28,9,2,36,4,2,1,51,13,60,44
5,7,29,14,3,37,5,4,1,52,28,61,45
9,7,30,10,4,38,0,0,1,53,29,62,46
9,7,31,4,5,39,2,3,1,54,33,63,47
5,7,52,13,6,40,1,1,1,55,35,64,48
6,7,66,14,0,41,5,0,1,56,9,65,49
1,7,34,8,1,42,0,4,0,57,5,66,50
8,7,35,9,2,43,1,1,0,58,34,67,51
9,7,36,0,3,44,2,0,0,59,38,68,52
6,7,37,11,4,45,3,4,1,60,39,69,53
7,7,38,12,5,46,3,3,1,61,40,70,54
5,7,39,3,1,47,4,4,1,62,41,71,55
8,7,40,0,0,48,2,2,0,63,42,72,56
1,7,41,14,4,49,3,1,1,64,43,73,57
2,7,42,7,5,50,4,0,0,65,0,74,58
3,7,43,8,6,51,3,4,1,66,1,75,59
4,7,44,9,0,52,0,4,1,67,2,76,60
3,7,45,3,5,53,4,2,0,68,3,77,61
6,7,46,11,6,54,0,3,1,69,4,78,62
2,7,47,12,1,55,5,1,1,70,5,79,63
6,7,48,13,4,56,1,3,0,71,6,80,64
4,7,49,7,3,57,4,3,0,72,7,81,65
1,7,50,15,0,58,2,0,0,73,8,82,66
2,7,51,4,4,59,3,3,0,74,9,83,67
1,7,53,1,1,60,4,1,0,75,10,84,68
7,7,54,2,0,61,4,1,0,76,11,85,69
9,7,55,3,1,62,1,4,0,77,12,86,70
1,7,56,4,2,63,5,2,0,78,13,87,71
2,7,57,5,3,64,0,1,1,79,14,88,72
7,7,58,5,4,65,1,1,0,80,15,89,73
8,7,59,7,5,66,2,2,1,81,16,90,74
9,7,60,1,6,67,5,0,0,82,17,91,75
9,7,61,9,2,68,2,4,0,83,18,92,76
1,7,62,10,1,69,0,4,0,84,19,93,77
8,7,63,15,2,70,4,0,0,85,20,94,78
3,7,64,0,3,71,1,0,1,86,21,95,79
4,7,65,13,4,72,5,4,0,87,22,96,80
5,7,66,6,2,73,3,4,1,88,23,97,81
6,7,33,15,4,74,3,0,0,89,25,98,82
3,7,34,0,5,75,4,0,0,90,26,99,83
7,7,32,14,5,76,5,0,1,91,27,1,84
8,7,52,3,6,77,0,4,1,92,28,2,85
1,7,68,9,1,78,3,1,0,93,31,3,86
3,7,69,11,0,79,2,3,0,94,32,4,87
6,7,70,11,5,80,3,2,1,95,30,5,88
2,7,71,12,6,81,1,4,0,96,36,10,89
6,7,72,13,5,82,2,4,0,97,37,21,90
5,7,73,5,1,83,5,0,0,98,24,22,91
8,7,74,13,3,84,2,1,0,99,29,23,92
9,7,0,7,0,85,3,3,1,0,30,12,93
8,7,2,3,6,86,4,3,1,1,31,14,94
2,7,4,5,3,87,5,2,0,2,32,15,95
1,7,5,12,4,88,5,0,1,3,35,17,96
3,7,6,14,5,89,0,2,1,4,36,18,97
6,7,7,3,3,90,0,3,0,5,37,19,98
5,7,8,4,0,91,3,3,1,6,38,20,99
1,7,9,5,5,92,1,4,0,7,39,16,100
4,7,11,2,6,93,4,1,0,10,41,21,0
7,7,12,6,0,94,3,1,0,11,42,9,1
6,7,13,8,0,95,4,1,0,12,43,11,2
7,7,14,11,2,96,0,1,0,13,0,13,3
5,7,15,12,5,97,1,1,0,14,1,23,4
9,7,16,7,3,98,3,0,0,15,2,25,5
1,7,17,1,4,99,1,1,1,16,3,8,6
2,7,18,14,4,100,2,4,1,17,4,6,7
3,8,19,10,6,0,0,4,1,18,5,7,9
7,8,20,1,3,1,3,0,0,19,6,10,10
8,8,21,6,0,2,5,2,1,20,7,30,11
1,8,22,7,1,3,2,3,1,21,8,31,12
2,8,23,8,2,4,4,1,0,22,9,32,13
9,8,24,0,3,5,5,0,1,23,10,33,14
4,8,25,5,4,6,1,2,0,24,11,34,15
5,8,26,2,5,7,0,4,0,25,12,35,16
6,8,27,15,6,8,5,4,0,26,13,36,17
4,8,28,4,2,9,5,3,0,27,14,37,18
8,8,29,9,6,10,3,1,1,28,15,38,19
7,8,30,3,2,11,4,2,0,29,19,39,20
8,8,31,11,1,12,2,0,0,30,20,40,21
8,8,67,12,2,13,3,4,1,31,21,41,22
5,8,1,2,3,14,0,1,0,32,22,42,23
4,8,3,13,1,15,3,2,1,33,23,43,24
7,8,10,14,0,16,0,3,1,34,27,44,25
2,8,11,0,3,17,4,3,0,35,28,45,26
2,8,12,0,4,18,5,3,1,36,29,46,27
1,8,13,1,1,19,4,4,1,37,34,47,28
6,8,14,15,2,20,3,0,0,38,40,48,29
2,8,15,3,3,21,0,3,0,39,18,49,30
6,8,16,5,4,22,0,0,1,40,33,50,31
9,8,17,8,0,23,3,2,0,41,38,51,32
5,8,18,7,1,24,5,2,1,42,16,52,33
4,8,32,12,4,25,3,3,1,43,17,53,34
3,8,33,10,5,26,3,0,1,44,26,54,35
4,8,34,6,6,27,0,3,0,45,24,55,36
5,8,35,4,0,28,4,1,1,46,25,56,37
8,8,36,8,1,29,4,1,0,47,31,57,38
6,8,37,3,2,30,0,2,1,48,32,58,39
7,8,38,9,6,31,2,1,0,49,35,59,40
9,8,39,11,0,32,2,2,1,50,36,60,41
4,8,40,4,1,33,0,1,1,51,37,61,42
2,8,41,6,2,34,4,3,0,52,39,62,43
7,8,42,13,3,35,1,2,0,53,43,63,44
8,8,43,0,2,36,5,1,1,54,0,64,45
1,8,44,15,6,37,3,3,0,55,1,65,46
5,8,45,2,1,38,1,3,0,56,4,66,47
6,8,46,1,1,39,4,4,1,57,41,67,48
3,8,47,5,6,40,3,2,0,58,42,68,49
5,8,48,8,0,41,1,3,1,59,2,69,50
3,8,49,10,1,42,0,3,0,60,3,70,51
4,8,50,2,2,43,1,1,1,61,30,71,52
7,8,51,4,3,44,2,3,1,62,34,72,53
9,8,52,5,1,45,5,0,0,63,5,73,54
9,8,53,9,2,46,2,4,0,64,6,74,55
8,8,54,10,6,47,5,3,1,65,7,75,56
9,8,55,11,4,48,0,4,0,66,8,76,57
1,8,56,12,1,49,2,3,0,67,9,77,58
2,8,57,10,2,50,3,0,1,68,10,78,59
9,8,58,6,3,51,4,3,1,69,11,79,60
5,8,59,10,4,52,2,2,1,70,12,80,61
7,8,60,12,5,53,0,0,1,71,13,81,62
3,8,61,0,5,54,0,0,0,72,14,82,63
5,8,62,1,6,55,2,2,0,73,15,83,64
2,8,63,9,5,56,3,3,0,74,16,84,65
8,8,64,13,2,57,0,3,1,75,17,85,66
3,8,65,14,3,58,4,1,1,76,18,86,67
7,8,66,5,4,59,0,3,0,77,19,87,68
6,8,68,3,5,60,4,1,0,78,20,88,69
4,8,69,4,6,61,4,0,0,79,21,89,70
4,8,70,5,0,62,1,1,0,80,22,90,71
3,8,71,15,0,63,4,1,1,81,23,91,72
6,8,72,4,1,64,5,1,0,82,24,92,73
7,8,73,8,0,65,5,0,1,83,25,93,74
8,8,74,6,4,66,1,1,1,84,26,94,75
1,8,0,7,3,67,4,4,0,85,27,95,76
9,8,5,1,5,68,3,3,1,86,28,96,77
2,8,6,2,6,69,1,4,0,87,29,97,78
9,8,8,9,0,70,2,3,1,88,31,98,79
6,8,9,10,0,71,2,2,0,89,33,99,80
1,8,2,7,1,72,3,2,1,90,34,1,81
1,8,3,8,4,73,5,0,1,91,35,2,82
7,8,4,14,6,74,0,2,1,92,40,3,83
8,8,7,15,4,75,5,4,0,93,0,4,84
3,8,20,0,5,76,2,1,0,94,5,5,85
3,8,22,1,2,77,0,1,1,95,6,22,86
5,8,24,2,5,78,5,0,1,96,7,24,87
4,8,26,7,3,79,1,1,0,97,8,26,88
4,8,27,13,4,80,5,3,0,98,11,27,89
5,8,28,6,4,81,5,2,1,99,12,28,90
7,8,29,7,5,82,1,2,1,0,13,29,91
7,8,31,3,2,83,3,4,1,1,19,6,92
6,8,1,8,3,84,4,0,1,2,20,8,93
2,8,10,4,5,85,2,0,0,3,22,9,94
1,8,19,0,6,86,1,1,0,4,23,11,95
3,8,23,1,6,87,2,3,0,5,29,13,96
5,8,25,2,0,88,4,4,0,6,32,16,97
8,8,30,9,1,89,0,1,1,7,33,17,98
3,8,67,10,6,90,5,2,1,8,39,18,99
4,8,68,11,3,91,3,0,1,9,40,19,100
6,8,21,12,1,92,3,1,0,11,1,20,0
1,8,24,9,2,93,5,1,1,12,3,23,1
8,8,25,11,6,94,0,1,0,13,4,25,2
2,8,27,15,1,95,3,3,0,14,10,26,3
1,8,30,6,2,96,4,0,1,15,14,12,4
9,8,34,1,5,97,2,1,0,16,15,14,5
2,8,35,12,4,98,0,1,1,17,16,15,6
4,8,36,3,3,99,4,3,1,18,17,21,7
5,8,37,15,0,100,3,3,1,19,18,29,8
5,9,38,11,0,0,1,4,1,20,24,31,10
6,9,39,13,1,1,5,2,0,21,25,32,11
7,9,40,14,2,2,2,0,1,22,26,33,12
1,9,41,2,3,3,0,1,1,23,27,34,13
2,9,42,3,4,4,3,3,0,24,28,35,14
3,9,43,14,6,5,4,0,1,25,37,36,15
4,9,44,1,2,6,1,3,1,26,38,37,16
8,9,45,7,3,7,3,0,1,27,2,38,17
9,9,46,8,4,8,1,3,1,28,21,39,18
7,9,47,14,5,9,1,2,0,29,41,40,19
9,9,48,15,3,10,0,3,1,30,43,41,20
2,9,49,4,6,11,5,3,1,31,30,42,21
4,9,50,5,4,12,5,4,0,32,9,43,22
3,9,51,9,0,13,1,1,1,33,36,44,23
6,9,52,10,1,14,0,1,1,34,42,45,24
7,9,53,11,2,15,2,1,1,35,4,46,25
8,9,54,12,5,16,2,2,0,36,5,47,26
9,9,55,6,6,17,1,2,0,37,6,48,27
5,9,56,7,0,18,3,2,1,38,10,49,28
8,9,57,8,6,19,5,3,0,39,12,50,29
1,9,58,13,5,20,3,2,0,40,13,51,30
4,9,59,14,2,21,1,2,0,41,14,52,31
8,9,60,15,1,22,4,1,0,42,15,53,32
6,9,61,0,3,23,4,1,1,43,31,54,33
2,9,62,2,6,24,3,1,1,44,35,55,34
6,9,63,5,0,25,1,0,1,45,0,56,35
9,9,64,9,5,26,3,3,1,46,8,57,36
2,9,65,0,1,27,2,4,1,47,16,58,37
3,9,66,11,5,28,3,2,1,48,17,59,38
3,9,67,12,4,29,1,4,1,49,18,60,39
9,9,70,10,3,30,4,0,0,50,19,61,40
4,9,71,0,6,31,3,4,0,51,20,62,41
2,9,72,12,3,32,0,0,0,52,23,63,42
3,9,73,7,3,33,5,3,1,53,32,64,43
4,9,74,10,1,34,0,1,0,54,34,65,44
7,9,0,3,4,35,2,2,1,55,39,66,45
9,9,1,5,1,36,3,0,0,56,40,67,46
2,9,2,6,4,37,0,3,0,57,11,68,47
2,9,3,2,5,38,4,0,0,58,22,69,48
4,9,4,3,1,39,5,4,0,59,24,70,49
7,9,5,4,6,40,3,0,0,60,29,71,50
1,9,6,11,1,41,0,3,0,61,33,72,51
6,9,7,6,1,42,2,3,1,62,1,73,52
5,9,8,12,3,43,2,4,0,63,7,74,53
5,9,9,13,3,44,1,4,0,64,3,75,54
1,9,10,2,4,45,3,2,1,65,9,76,55
2,9,11,9,0,46,5,1,1,66,26,77,56
3,9,12,4,5,47,0,0,1,67,27,78,57
4,9,13,4,6,48,3,0,0,68,28,79,58
5,9,14,5,0,49,3,4,1,69,38,80,59
6,9,15,8,1,50,1,3,1,70,41,81,60
7,9,16,2,2,51,3,4,0,71,42,82,61
8,9,17,13,0,52,2,1,1,72,43,83,62
9,9,18,4,4,53,0,4,1,73,21,84,63
1,9,19,3,3,54,4,3,1,74,25,85,64
7,9,20,6,6,55,2,1,1,75,36,86,65
8,9,21,10,1,56,4,1,1,76,37,87,66
5,9,22,11,2,57,3,1,1,77,2,88,67
5,9,23,6,3,58,2,2,1,78,3,89,68
9,9,29,10,4,59,4,4,0,79,30,90,69
2,9,32,9,5,60,4,3,0,80,31,91,70
8,9,33,13,5,61,4,2,0,81,32,92,71
6,9,69,14,1,62,3,3,0,82,33,93,72
3,9,26,14,0,63,3,3,1,83,34,94,73
4,9,27,15,1,64,5,0,0,84,35,95,74
6,9,28,0,2,65,4,0,0,85,36,96,75
1,9,31,8,3,66,4,4,1,86,37,97,76
3,9,34,7,0,67,5,2,0,87,38,98,77
1,9,35,8,4,68,2,0,1,88,39,99,78
4,9,36,7,2,69,5,2,1,89,40,1,79
9,9,37,11,0,70,3,3,1,90,41,2,80
5,9,24,12,1,71,5,4,0,91,0,3,81
8,9,25,13,2,72,5,1,0,92,1,4,82
9,9,30,2,3,73,4,2,0,93,2,5,83
8,9,68,7,4,74,0,1,1,94,10,7,84
6,9,69,8,0,75,4,3,1,95,11,10,85
3,9,73,1,3,76,2,1,1,96,21,27,86
4,9,74,15,6,77,0,0,0,97,24,28,87
9,9,1,14,6,78,2,4,0,98,27,30,88
3,9,2,12,5,79,0,1,1,99,28,22,89
2,9,3,5,0,80,3,2,0,0,29,24,90
6,9,4,9,1,81,2,4,0,1,30,25,91
5,9,5,10,2,82,0,0,0,2,42,26,92
8,9,6,0,6,83,5,3,1,3,43,29,93
9,9,7,1,4,84,1,3,1,4,9,12,94
7,9,9,10,5,85,3,1,1,5,12,14,95
2,9,10,11,1,86,3,1,1,6,13,15,96
9,9,11,15,1,87,4,2,1,7,15,19,97
1,9,12,1,2,88,5,1,0,8,16,20,98
2,9,13,7,5,89,4,4,1,9,5,21,99
4,9,14,15,0,90,3,3,1,10,6,23,100
5,9,15,6,4,91,2,0,0,12,8,17,0
6,9,16,10,6,92,2,3,0,13,19,8,1
7,9,17,15,0,93,4,1,1,14,7,9,2
8,9,18,1,4,94,1,4,0,15,17,11,3
7,9,19,9,4,95,4,4,0,16,18,13,4
1,9,20,0,1,96,3,4,0,17,19,16,5
3,9,21,3,2,97,4,2,1,18,20,18,6
3,9,22,0,5,98,1,4,1,19,26,24,7
8,9,28,0,5,99,0,1,1,20,4,32,8
5,9,29,6,4,100,3,0,0,21,6,33,9
1,10,31,7,5,0,1,4,1,22,12,34,11
7,10,32,11,6,1,5,2,0,23,22,35,12
5,10,33,12,0,2,0,0,1,24,23,36,13
8,10,38,13,3,3,2,1,0,25,33,37,14
6,10,39,14,4,4,4,3,0,26,42,38,15
2,10,40,15,1,5,3,3,0,27,25,39,16
3,10,41,4,2,6,2,1,1,28,26,40,17
4,10,42,5,2,7,5,0,1,29,27,41,18
5,10,43,3,3,8,0,0,1,30,28,42,19
6,10,44,0,4,9,1,2,1,31,29,43,20
7,10,45,1,5,10,4,4,0,32,31,44,21
9,10,46,2,6,11,1,1,0,33,32,45,22
8,10,47,6,1,12,3,1,0,34,14,46,23
1,10,48,9,3,13,0,2,0,35,15,47,24
4,10,49,14,4,14,0,0,0,36,21,48,25
3,10,52,14,5,15,3,1,0,37,41,49,26
4,10,53,8,3,16,5,1,0,38,2,50,27
5,10,54,9,2,17,3,0,0,39,3,51,28
7,10,55,1,3,18,3,2,1,40,4,52,29
9,10,56,3,3,19,1,3,1,41,5,53,30
5,10,57,12,5,20,0,1,1,42,17,54,31
9,10,58,5,2,21,5,0,0,43,34,55,32
1,10,59,13,3,22,1,0,1,44,39,56,33
1,10,60,4,5,23,3,3,0,45,40,57,34
9,10,61,8,2,24,2,2,0,46,1,58,35
6,10,62,3,0,25,0,4,0,47,10,59,36
2,10,63,5,4,26,0,4,1,48,11,60,37
6,10,64,10,2,27,4,4,0,49,0,61,38
8,10,65,7,3,28,2,2,0,50,9,62,39
5,10,66,5,5,29,4,1,0,51,16,63,40
6,10,67,2,3,30,2,1,1,52,24,64,41
1,10,0,4,0,31,5,2,1,53,38,65,42
8,10,8,5,6,32,5,4,1,54,37,66,43
6,10,26,6,4,33,2,4,1,55,18,67,44
7,10,50,11,0,34,2,3,1,56,36,68,45
3,10,51,0,2,35,0,1,1,57,20,69,46
4,10,70,0,0,36,5,1,0,58,43,70,47
2,10,71,10,0,37,4,1,0,59,13,71,48
3,10,72,13,5,38,2,4,1,60,30,72,49
4,10,23,14,2,39,4,4,0,61,35,73,50
2,10,24,15,6,40,4,4,1,62,14,74,51
3,10,25,1,5,41,4,4,0,63,23,75,52
7,10,29,1,4,42,4,2,0,64,19,76,53
1,10,30,4,3,43,4,0,1,65,25,77,54
4,10,34,14,6,44,4,0,0,66,7,78,55
7,10,35,2,0,45,2,2,1,67,6,79,56
8,10,36,9,0,46,5,2,1,68,8,80,57
9,10,37,13,4,47,3,1,1,69,16,81,58
1,10,69,14,0,48,1,1,1,70,22,82,59
2,10,73,3,4,49,4,0,1,71,23,83,60
