# ACTS Test Suite Generation: Thu Jul 22 14:51:25 JST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 13
# Maximum number of values per parameter: 94
# Number of configurations: 5551
age,workclass,fnlwgt,education,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
8,1,72,0,0,13,0,3,1,18,28,36,23
1,4,74,6,4,10,0,2,0,13,28,36,24
5,3,0,11,1,0,3,4,0,11,20,37,25
7,4,1,0,2,1,4,0,1,13,22,37,26
8,7,2,7,4,10,0,1,0,15,23,37,27
3,1,3,13,0,11,1,3,0,18,25,37,28
4,6,4,2,3,100,2,2,1,22,26,37,29
6,100,5,4,6,3,5,0,0,27,28,37,30
9,2,6,5,5,4,0,0,0,34,43,37,31
1,5,7,6,3,8,3,0,1,41,3,37,32
2,0,8,12,5,9,1,3,0,0,12,37,33
1,0,9,14,1,2,3,4,1,1,15,37,34
5,5,10,15,0,7,0,0,1,2,16,37,35
4,0,11,1,3,5,5,2,0,3,17,37,36
5,5,12,9,4,6,2,4,0,4,18,37,37
7,100,13,10,2,12,0,2,0,5,21,37,38
8,3,14,3,5,13,4,3,0,7,24,37,39
4,1,15,8,0,9,0,0,1,8,27,37,40
4,4,16,11,4,10,5,4,1,9,30,37,100
4,7,17,4,2,5,5,3,1,10,36,37,0
5,3,18,2,1,0,5,3,0,14,37,37,1
3,2,19,15,6,1,5,0,0,20,39,37,2
2,0,20,5,3,10,3,1,0,25,0,37,3
8,7,21,7,2,3,0,0,1,99,2,37,4
6,5,22,12,1,100,5,4,1,6,4,37,5
9,0,23,10,0,1,3,0,1,5,6,37,6
2,5,24,8,1,9,5,1,0,18,9,37,7
4,7,25,3,0,4,5,2,0,22,11,37,8
5,2,26,11,3,11,1,1,1,22,13,37,9
6,2,27,12,1,12,3,3,0,7,14,37,10
8,3,28,1,2,5,2,0,0,41,19,37,11
8,1,29,3,2,7,1,1,0,1,1,37,12
4,1,30,8,4,1,1,2,0,14,8,37,13
1,6,31,9,6,7,0,3,0,22,10,37,14
9,3,32,15,2,10,3,1,1,4,21,37,15
1,100,33,5,2,100,4,1,1,99,15,37,16
6,6,34,12,2,9,3,1,0,18,15,37,17
7,0,35,12,2,7,0,1,1,2,6,37,18
2,2,36,7,2,12,0,1,0,3,9,37,19
6,6,37,9,2,7,2,3,0,25,39,37,20
3,5,38,7,3,13,3,4,1,13,9,37,21
2,4,39,4,2,4,3,2,1,27,20,37,22
7,1,40,8,1,2,2,3,0,18,6,37,23
2,6,42,12,0,1,2,3,1,14,12,37,24
6,1,43,9,2,4,0,1,0,7,37,37,25
3,5,44,3,6,7,0,2,0,10,24,37,26
8,0,45,4,0,13,5,2,0,41,27,37,27
5,1,46,8,6,12,3,4,1,9,22,37,28
6,100,47,13,1,0,1,1,1,25,22,37,29
5,7,48,9,4,7,5,0,0,25,23,37,30
7,5,49,15,2,10,1,4,1,27,20,37,31
8,2,51,14,0,6,3,1,0,27,17,37,32
9,6,54,6,3,3,3,1,1,99,43,37,33
3,3,56,15,2,13,0,4,1,10,2,37,34
8,7,58,5,2,3,3,0,1,41,3,37,35
1,4,59,10,4,3,3,4,1,13,36,37,36
9,7,61,11,0,1,4,2,0,34,0,37,37
8,3,63,12,4,100,5,2,1,11,28,37,38
7,5,68,11,2,12,4,4,1,99,20,37,39
2,6,72,0,2,6,5,0,1,0,28,37,40
7,100,74,15,4,12,0,0,1,14,26,37,100
5,3,0,11,1,0,3,4,0,11,22,38,0
7,4,1,0,2,1,4,0,1,13,23,38,1
8,7,2,7,4,10,0,1,0,15,25,38,2
3,1,3,13,0,11,1,3,0,18,26,38,3
4,6,4,2,3,100,2,2,0,22,28,38,4
6,100,5,4,6,3,5,0,0,27,43,38,5
9,2,6,5,5,4,5,2,1,34,3,38,6
1,5,7,6,2,8,1,4,0,41,12,38,7
2,0,8,12,2,9,0,4,0,0,15,38,8
6,1,9,14,0,2,2,4,1,1,16,38,9
7,7,10,15,0,7,1,4,1,2,20,38,10
9,3,11,1,1,5,2,4,0,3,24,38,11
6,7,12,9,1,6,5,4,1,4,27,38,12
1,4,13,10,0,12,3,2,0,5,30,38,13
1,4,14,3,5,13,1,4,1,7,36,38,14
4,0,15,8,2,13,3,4,1,8,37,38,15
8,2,16,15,4,9,3,0,0,9,39,38,16
4,1,17,12,2,0,2,3,1,10,0,38,17
6,100,18,10,2,0,0,4,1,14,2,38,18
2,100,19,10,5,7,4,4,1,20,4,38,19
4,2,20,5,1,9,1,2,1,25,6,38,20
3,100,21,0,6,9,1,4,0,99,9,38,21
4,4,22,4,5,2,0,3,1,6,11,38,22
6,0,23,7,4,5,5,4,0,41,13,38,23
5,100,24,13,0,100,3,0,0,8,14,38,24
1,1,25,2,2,1,0,1,1,0,17,38,25
2,1,26,14,0,10,5,0,1,13,18,38,26
6,3,27,2,4,6,1,3,0,4,19,38,27
9,100,28,12,6,8,4,0,1,27,21,38,28
8,7,29,13,0,9,0,3,0,4,1,38,29
3,0,30,2,1,2,3,4,1,18,8,38,30
9,2,31,2,6,10,0,1,1,3,10,38,31
3,5,32,8,1,5,4,4,1,8,16,38,32
5,5,33,7,3,10,1,4,1,3,28,38,33
1,3,34,5,0,4,2,4,1,14,9,38,34
1,2,35,10,5,100,3,1,0,20,28,38,35
1,6,36,9,5,8,5,0,0,5,24,38,36
8,5,37,8,1,7,1,4,1,9,20,38,37
7,5,38,10,2,3,4,1,1,3,26,38,38
1,2,39,15,6,7,2,0,1,25,3,38,39
6,1,40,4,2,2,5,3,0,5,0,38,40
7,3,42,0,1,100,3,2,1,5,30,38,100
7,1,43,3,0,100,5,4,0,22,27,38,0
1,2,44,12,6,10,3,4,1,27,17,38,1
7,2,45,7,3,12,1,1,1,2,6,38,2
7,3,46,14,3,5,3,3,0,27,22,38,3
7,100,47,10,5,8,5,2,1,6,19,38,4
8,7,48,15,2,10,1,4,0,0,36,38,5
8,100,49,5,5,11,3,0,1,15,0,38,6
2,4,51,12,6,6,0,4,1,34,15,38,7
1,1,54,1,2,3,5,3,0,27,10,38,8
4,1,56,11,3,0,4,1,0,9,21,38,9
9,7,58,9,0,12,1,3,1,7,36,38,10
9,2,59,6,4,4,2,0,0,7,11,38,11
8,100,61,12,4,4,3,3,1,10,16,38,12
1,5,63,5,1,7,3,0,1,18,15,38,13
2,100,68,12,4,100,2,4,0,18,43,38,14
3,100,72,6,6,10,5,4,0,8,39,38,15
4,5,74,5,6,11,2,2,0,3,14,38,16
5,3,0,11,1,0,3,4,0,11,12,39,17
7,4,1,0,2,1,4,0,1,13,15,39,18
8,7,2,7,4,10,0,1,0,15,16,39,19
3,1,3,13,0,11,1,3,0,18,20,39,20
4,6,4,2,3,100,2,2,1,22,22,39,21
6,100,5,4,6,3,5,4,1,27,23,39,22
9,2,6,5,5,4,2,0,1,34,25,39,23
1,5,7,6,6,8,2,2,1,41,26,39,24
2,0,8,12,5,9,4,2,1,0,28,39,25
4,100,9,14,1,2,0,3,1,1,43,39,26
4,1,10,15,4,7,2,1,1,2,3,39,27
3,3,11,1,0,5,2,0,0,3,4,39,28
8,100,12,9,1,6,2,4,0,4,6,39,29
2,1,13,10,3,12,4,1,1,5,9,39,30
4,7,14,3,4,13,2,1,1,7,11,39,31
3,0,15,8,2,100,2,1,0,8,13,39,32
4,7,16,14,2,7,4,4,1,9,14,39,33
8,3,17,4,1,8,1,3,0,10,17,39,34
9,100,18,6,5,2,1,3,0,14,18,39,35
7,1,19,4,3,5,0,2,0,20,24,39,36
4,100,20,10,5,0,3,1,0,25,27,39,37
1,100,21,10,5,5,1,0,1,99,30,39,38
2,4,22,8,5,13,4,3,0,6,36,39,39
3,7,23,14,5,11,2,2,0,4,37,39,40
6,1,24,10,4,2,5,2,1,4,2,39,100
3,3,25,13,4,1,3,3,0,22,39,39,0
8,2,26,5,0,7,2,2,1,7,0,39,1
3,5,27,15,3,100,2,4,1,34,1,39,2
5,6,28,4,5,7,2,2,1,34,8,39,3
6,100,29,3,5,10,2,2,1,99,10,39,4
1,2,30,1,6,7,0,3,0,34,21,39,5
7,5,31,4,3,11,5,1,1,11,19,39,6
8,6,32,10,1,7,0,3,0,13,9,39,7
2,100,33,2,0,100,1,1,0,3,12,39,8
3,7,34,14,6,7,3,3,0,99,11,39,9
6,3,35,6,5,4,1,4,1,8,22,39,10
8,2,36,13,2,13,2,1,1,13,4,39,11
5,7,37,12,0,2,2,3,1,13,43,39,12
1,7,38,13,6,100,5,4,1,20,39,39,13
1,0,39,6,0,6,3,2,0,6,24,39,14
2,2,40,6,3,3,1,4,0,6,26,39,15
5,100,42,12,6,2,3,1,0,34,2,39,16
5,2,43,7,6,12,5,1,0,2,36,39,17
4,5,44,2,5,12,4,4,0,14,24,39,18
4,3,45,1,3,13,5,1,0,18,6,39,19
9,2,46,13,1,13,3,0,1,10,36,39,20
3,3,47,2,3,12,4,1,1,1,13,39,21
4,1,48,12,2,9,1,3,0,25,23,39,22
5,1,49,2,6,6,0,4,0,20,11,39,23
7,100,51,10,2,2,5,0,0,7,6,39,24
1,3,54,6,5,6,0,3,1,34,14,39,25
3,100,56,3,4,13,0,0,0,22,30,39,26
1,3,58,8,5,4,3,3,1,2,30,39,27
9,1,59,12,5,9,2,0,0,15,15,39,28
8,1,61,8,2,100,0,1,1,22,14,39,29
8,3,63,2,3,4,2,0,0,41,30,39,30
1,3,68,10,4,0,2,1,1,7,17,39,31
8,2,72,2,0,3,1,2,1,4,9,39,32
1,100,74,13,5,9,4,3,0,34,28,39,33
5,3,0,11,1,0,3,4,0,11,20,40,34
7,4,1,0,2,1,4,0,1,13,22,40,35
8,7,2,7,4,10,0,1,0,15,23,40,36
3,1,3,13,0,11,1,3,0,18,25,40,37
4,6,4,2,3,100,2,2,1,22,26,40,38
6,100,5,4,6,3,5,4,1,27,28,40,39
9,2,6,5,5,4,5,3,1,34,43,40,40
1,5,7,6,0,8,0,3,0,41,3,40,100
2,0,8,12,4,9,2,4,1,0,12,40,0
3,6,9,14,1,2,0,3,1,1,15,40,1
6,1,10,15,2,7,0,3,1,2,16,40,2
5,2,11,1,2,5,0,1,0,3,17,40,3
1,4,12,9,3,6,2,3,1,4,18,40,4
2,3,13,10,4,12,4,4,0,5,24,40,5
5,7,14,3,3,13,1,2,0,7,27,40,6
9,0,15,8,0,8,0,4,1,8,30,40,7
4,1,16,4,5,2,2,1,1,9,36,40,8
3,100,17,12,0,3,4,2,1,10,37,40,9
5,6,18,8,2,6,5,3,0,14,39,40,10
6,3,19,7,6,3,5,4,1,20,0,40,11
1,0,20,10,5,10,3,0,0,25,2,40,12
4,3,21,6,1,4,1,1,0,99,4,40,13
5,7,22,12,5,100,1,4,1,6,6,40,14
6,5,23,13,5,2,0,4,0,1,9,40,15
6,7,24,12,3,100,2,2,0,10,11,40,16
4,0,25,0,3,10,5,4,1,2,13,40,17
4,5,26,8,6,11,2,2,0,5,14,40,18
6,3,27,2,4,13,2,1,0,13,19,40,19
9,4,28,5,4,6,2,4,1,2,21,40,20
6,6,29,1,4,5,3,0,1,22,1,40,21
3,4,30,14,3,2,0,0,0,10,8,40,22
4,5,31,10,6,1,2,1,0,14,10,40,23
7,2,32,12,2,3,5,2,0,18,2,40,24
1,5,33,15,6,12,0,2,1,11,22,40,25
6,5,34,5,5,5,4,0,0,27,16,40,26
1,2,35,9,3,8,4,2,1,22,26,40,27
3,1,36,5,0,6,0,2,0,99,23,40,28
8,2,37,3,3,8,2,4,0,18,24,40,29
9,0,38,12,3,7,2,4,1,8,25,40,30
9,6,39,9,2,2,1,1,1,1,23,40,31
1,2,40,3,5,100,1,1,1,99,0,40,32
4,7,42,3,6,3,0,4,0,20,1,40,33
7,2,43,11,5,13,1,4,1,18,25,40,34
9,4,44,1,4,6,2,1,1,99,12,40,35
1,1,45,4,0,0,2,2,1,99,43,40,36
6,5,46,3,5,3,3,1,0,5,1,40,37
9,6,47,1,1,6,4,4,0,11,21,40,38
5,7,48,9,5,10,1,3,0,5,8,40,39
4,1,49,9,3,11,3,0,0,7,15,40,40
4,4,51,8,0,10,0,4,1,14,15,40,100
3,0,54,3,0,4,1,3,0,4,9,40,0
5,1,56,3,6,5,1,3,1,8,39,40,1
9,1,58,8,2,5,0,4,0,14,36,40,2
7,0,59,13,6,100,0,0,1,9,16,40,3
8,2,61,10,1,7,5,0,0,41,17,40,4
2,4,63,13,4,12,5,1,0,7,16,40,5
9,100,68,11,3,8,5,2,0,6,16,40,6
7,7,72,11,5,1,0,2,1,7,19,40,7
7,7,74,3,2,7,5,2,0,5,43,40,8
5,3,0,11,1,0,3,4,0,11,12,41,9
7,4,1,0,2,1,4,0,1,13,15,41,10
8,7,2,7,4,10,0,1,0,15,16,41,11
3,1,3,13,0,11,1,3,1,18,20,41,12
4,6,4,2,3,100,2,2,0,22,22,41,13
6,100,5,4,6,3,5,0,0,27,23,41,14
9,2,6,5,5,4,3,4,1,34,25,41,15
1,5,7,6,1,8,3,0,0,41,26,41,16
2,0,8,12,4,9,4,3,1,0,28,41,17
9,3,9,14,6,2,3,4,0,1,43,41,18
4,7,10,15,6,7,5,1,1,2,3,41,19
7,5,11,1,3,5,2,1,1,3,4,41,20
6,5,12,9,3,6,2,2,0,4,6,41,21
2,3,13,10,2,12,4,1,1,5,9,41,22
6,6,14,3,4,13,3,2,0,7,11,41,23
7,6,15,8,4,5,0,3,1,8,13,41,24
2,100,16,6,6,13,1,3,0,9,14,41,25
3,6,17,1,6,12,1,0,0,10,17,41,26
9,5,18,8,0,8,2,3,0,14,18,41,27
9,2,19,13,6,13,2,0,1,20,24,41,28
6,3,20,5,5,10,5,4,0,25,27,41,29
1,1,21,7,2,1,2,2,0,99,30,41,30
4,2,22,12,1,100,3,4,0,6,36,41,31
2,100,23,8,1,1,4,2,0,4,37,41,32
9,4,24,6,0,3,5,0,0,10,39,41,33
2,100,25,1,1,3,1,0,1,6,0,41,34
3,1,26,14,6,10,0,2,1,0,2,41,35
8,5,27,13,2,9,0,3,1,18,8,41,36
7,2,28,14,0,10,4,0,1,4,10,41,37
7,4,29,10,5,11,5,1,1,7,19,41,38
1,1,30,1,2,100,0,1,1,1,21,41,39
2,3,31,14,6,9,0,2,1,0,1,41,40
7,2,32,9,3,5,5,1,0,14,12,41,100
9,4,33,14,3,3,2,1,1,10,8,41,0
5,2,34,10,6,5,1,3,1,1,24,41,1
1,2,35,5,2,1,5,0,0,10,2,41,2
4,5,36,9,1,4,0,0,1,10,27,41,3
2,2,37,2,2,1,0,2,1,8,27,41,4
7,1,38,0,5,0,1,0,1,22,26,41,5
5,3,39,11,1,100,2,2,0,7,19,41,6
2,1,40,3,4,3,2,2,0,4,13,41,7
7,3,42,8,6,3,4,1,0,41,25,41,8
1,4,43,0,6,3,0,1,0,8,16,41,9
9,2,44,9,5,0,3,1,1,27,24,41,10
1,6,45,14,0,12,2,4,0,14,28,41,11
7,7,46,14,1,4,3,0,0,25,28,41,12
9,3,47,6,3,12,4,0,1,18,17,41,13
3,2,48,11,0,3,1,1,1,25,9,41,14
6,1,49,11,3,0,3,1,0,11,6,41,15
7,5,51,10,4,10,0,0,0,15,8,41,16
9,6,54,5,5,3,0,3,0,9,18,41,17
8,5,56,5,1,8,5,0,0,15,8,41,18
2,0,58,5,3,9,5,1,1,22,24,41,19
9,2,59,2,6,3,4,4,0,0,9,41,20
6,6,61,6,2,2,4,4,1,99,43,41,21
4,0,63,7,5,11,1,1,1,3,2,41,22
9,6,68,13,3,1,5,4,1,5,0,41,23
9,5,72,1,0,9,3,0,1,1,17,41,24
1,0,74,1,4,3,4,4,0,99,39,41,25
5,3,0,11,1,0,3,4,0,11,3,42,26
7,4,1,0,2,1,4,0,1,13,12,42,27
8,7,2,7,4,10,0,1,0,15,15,42,28
3,1,3,13,0,11,1,3,0,18,16,42,29
4,6,4,2,3,100,2,2,1,22,20,42,30
6,100,5,4,6,3,5,1,0,27,22,42,31
9,2,6,5,5,4,2,1,0,34,23,42,32
1,5,7,6,6,8,4,1,0,41,25,42,33
2,0,8,12,4,9,4,4,1,0,26,42,34
6,1,9,14,2,2,4,2,1,1,28,42,35
8,3,10,15,2,7,1,0,0,2,43,42,36
1,2,11,1,1,5,1,3,1,3,0,42,37
2,7,12,9,4,6,5,1,0,4,2,42,38
2,4,13,10,6,12,5,0,1,5,4,42,39
3,100,14,3,6,13,2,2,0,7,6,42,40
2,100,15,8,6,7,1,3,0,8,9,42,100
5,6,16,9,6,12,3,4,1,9,11,42,0
1,6,17,14,2,12,5,3,0,10,13,42,1
3,100,18,9,6,10,5,2,0,14,14,42,2
9,3,19,0,5,2,0,1,0,20,16,42,3
1,6,20,3,1,5,1,0,1,25,17,42,4
2,6,21,2,6,1,4,2,0,99,18,42,5
4,6,22,2,2,6,5,2,1,6,24,42,6
5,0,23,2,4,3,4,2,1,22,27,42,7
6,100,24,12,3,3,2,2,0,2,30,42,8
3,100,25,0,2,11,0,2,0,13,36,42,9
1,3,26,9,6,7,5,4,0,18,37,42,10
5,3,27,4,1,6,4,4,0,20,39,42,11
2,100,28,9,1,4,5,0,0,8,1,42,12
5,0,29,7,6,9,1,0,0,14,8,42,13
2,6,30,4,3,0,5,3,0,20,10,42,14
8,1,31,12,3,10,5,1,1,6,19,42,15
3,5,32,13,0,8,1,3,0,0,21,42,16
8,6,33,3,4,10,3,2,1,4,30,42,17
9,4,34,13,6,11,2,2,0,3,39,42,18
3,4,35,15,1,10,3,1,0,5,30,42,19
4,6,36,12,3,12,0,0,1,34,43,42,20
7,6,37,11,6,3,3,4,0,34,30,42,21
5,7,38,10,5,5,3,3,1,6,25,42,22
1,2,39,9,5,7,2,0,0,22,18,42,23
9,3,40,11,0,12,1,4,0,14,26,42,24
5,7,42,14,5,8,5,2,1,10,18,42,25
8,0,43,14,2,8,5,1,1,99,8,42,26
6,4,44,1,2,12,4,1,1,27,43,42,27
3,6,45,5,3,4,1,2,0,20,23,42,28
4,7,46,8,0,11,3,4,0,8,36,42,29
9,1,47,2,1,4,4,2,1,18,11,42,30
1,7,48,1,2,3,1,3,0,1,9,42,31
1,6,49,9,2,0,2,2,1,18,27,42,32
9,2,51,11,6,8,3,2,1,0,2,42,33
1,1,54,2,3,6,4,1,1,0,27,42,34
5,0,56,12,0,3,3,3,1,10,36,42,35
4,1,58,13,6,0,3,3,0,14,36,42,36
4,2,59,5,4,1,0,1,1,10,39,42,37
4,7,61,0,3,10,3,0,1,5,12,42,38
9,1,63,3,4,100,1,1,1,22,22,42,39
8,0,68,1,6,13,3,1,0,22,16,42,40
3,100,72,13,5,2,3,3,1,34,21,42,100
2,100,74,0,3,10,2,1,0,1,39,42,0
5,3,0,11,1,0,3,4,0,11,22,43,1
7,4,1,0,2,1,4,0,1,13,23,43,2
8,7,2,7,4,10,0,1,0,15,25,43,3
3,1,3,13,0,11,1,3,0,18,26,43,4
4,6,4,2,3,100,2,2,1,22,28,43,5
6,100,5,4,6,3,5,2,1,27,43,43,6
9,2,6,5,5,4,1,2,0,34,3,43,7
1,5,7,6,0,8,4,4,1,41,12,43,8
2,0,8,12,3,9,5,2,1,0,15,43,9
7,7,9,14,5,2,0,0,1,1,20,43,10
9,2,10,15,0,7,5,3,0,2,24,43,11
4,6,11,1,5,5,1,3,0,3,27,43,12
5,2,12,9,0,6,5,4,0,4,30,43,13
3,6,13,10,6,12,4,2,0,5,36,43,14
4,100,14,3,2,13,0,3,0,7,37,43,15
7,2,15,8,1,11,2,4,0,8,39,43,16
8,5,16,2,1,8,1,4,1,9,0,43,17
2,4,17,13,4,12,5,0,1,10,2,43,18
3,7,18,11,2,9,2,0,0,14,4,43,19
8,1,19,12,5,4,4,4,1,20,6,43,20
2,7,20,8,4,4,1,3,0,25,9,43,21
3,5,21,7,2,12,5,3,1,99,11,43,22
9,100,22,0,1,2,4,4,0,6,13,43,23
3,100,23,6,2,9,5,2,0,27,14,43,24
4,0,24,1,6,8,5,4,1,41,16,43,25
2,6,25,15,0,8,3,2,0,25,17,43,26
7,3,26,8,0,11,3,2,1,1,18,43,27
7,100,27,14,6,11,3,4,1,4,19,43,28
8,4,28,4,2,13,4,4,1,0,21,43,29
8,2,29,14,0,5,4,4,0,27,1,43,30
3,2,30,10,3,7,3,0,0,15,8,43,31
8,3,31,14,2,100,0,4,0,11,10,43,32
7,5,32,14,4,10,5,3,0,6,27,43,33
3,100,33,3,0,0,3,2,0,1,8,43,34
3,100,34,8,5,7,2,2,1,4,11,43,35
4,0,35,14,0,3,2,3,0,11,18,43,36
2,100,36,13,2,10,2,4,0,9,17,43,37
1,100,37,11,4,0,3,1,0,4,26,43,38
4,0,38,8,4,8,1,2,0,7,24,43,39
2,0,39,5,0,3,0,3,0,3,23,43,40
9,0,40,8,5,5,5,1,1,2,12,43,100
3,2,42,4,2,7,2,2,1,1,26,43,0
1,5,43,2,3,3,0,4,0,34,18,43,15
4,2,44,1,1,4,5,3,0,15,3,43,0
9,5,45,0,1,8,3,2,1,5,36,43,100
4,2,46,5,5,4,2,3,1,3,16,43,12
5,7,47,0,1,13,3,3,1,18,8,43,31
5,0,48,11,1,13,2,2,0,2,23,43,35
7,2,49,14,0,5,5,1,1,99,21,43,32
3,7,51,11,5,1,1,2,1,3,28,43,0
1,6,54,10,0,100,5,1,1,8,39,43,35
5,1,56,9,4,6,2,4,0,14,6,43,39
6,100,58,14,3,8,1,0,1,99,0,43,13
6,5,59,8,0,1,0,0,0,4,12,43,4
3,6,61,1,6,9,3,2,1,41,21,43,9
8,7,63,11,5,3,2,1,0,5,0,43,13
9,2,68,13,4,12,1,3,0,14,37,43,2
5,5,72,7,5,100,1,0,0,0,27,43,18
8,5,74,10,0,7,1,2,0,41,8,43,25
5,3,0,11,1,0,3,4,0,11,12,44,1
7,4,1,0,2,1,4,0,1,13,15,44,2
8,7,2,7,4,10,0,1,0,15,20,44,3
3,1,3,13,0,11,1,3,1,18,22,44,4
4,6,4,2,3,100,2,2,1,22,23,44,5
6,100,5,4,6,3,5,1,1,27,25,44,6
9,2,6,5,5,4,1,0,0,34,26,44,7
1,5,7,6,3,8,0,0,1,41,28,44,8
2,0,8,12,6,9,0,4,1,0,43,44,9
8,2,9,14,0,2,3,4,1,1,3,44,10
7,4,10,15,1,7,3,0,1,2,4,44,11
6,2,11,1,4,5,0,3,1,3,6,44,12
9,1,12,9,1,6,0,3,1,4,9,44,13
6,3,13,10,3,12,5,0,0,5,11,44,14
4,1,14,3,6,13,2,4,1,7,13,44,15
7,5,15,8,6,11,4,2,1,8,14,44,16
1,100,16,3,3,8,2,0,1,9,16,44,17
8,0,17,0,0,3,1,1,1,10,17,44,18
4,1,18,14,0,9,2,2,0,14,18,44,19
1,100,19,14,5,9,0,4,1,20,24,44,20
3,4,20,1,4,13,0,1,0,25,27,44,21
3,5,21,7,4,10,1,0,0,99,30,44,22
1,5,22,1,0,9,1,3,0,6,36,44,23
3,6,23,6,4,7,5,4,1,13,37,44,24
5,0,24,1,3,11,4,2,1,14,39,44,25
4,1,25,0,2,100,5,3,0,9,0,44,26
2,6,26,11,5,9,0,4,0,5,2,44,27
8,1,27,14,1,8,0,4,0,3,8,44,28
4,6,28,11,1,1,2,4,0,7,10,44,29
5,6,29,4,3,6,4,2,0,99,19,44,30
8,3,30,7,3,10,4,3,0,6,21,44,31
1,4,31,10,6,5,0,2,0,3,1,44,32
1,4,32,5,5,100,1,0,0,9,12,44,33
8,100,33,9,3,2,5,4,1,6,4,44,34
3,0,34,4,2,3,2,3,1,2,9,44,35
3,100,35,11,1,10,5,4,1,7,17,44,36
3,5,36,9,1,8,3,2,0,10,16,44,37
4,2,37,13,1,6,2,3,0,15,18,44,38
4,7,38,5,1,10,4,1,1,13,20,44,39
5,6,39,10,6,0,0,4,0,99,11,44,40
7,100,40,12,5,2,3,3,0,22,28,44,100
9,1,42,11,1,13,0,2,0,5,11,44,0
8,2,43,11,3,13,2,2,0,5,15,44,18
3,0,44,7,5,13,1,2,1,15,1,44,20
3,0,45,12,2,6,0,2,0,8,3,44,39
5,0,46,12,2,1,1,1,1,13,26,44,20
9,2,47,11,1,5,0,1,0,18,18,44,7
1,0,48,13,5,6,0,4,0,15,28,44,14
4,100,49,0,3,1,1,1,1,14,4,44,10
4,6,51,10,2,9,1,3,0,2,28,44,16
1,6,54,13,5,3,5,4,1,3,27,44,7
2,4,56,8,1,1,2,3,1,3,4,44,33
2,4,58,2,1,9,4,2,1,7,4,44,100
4,3,59,13,2,8,0,1,1,34,16,44,25
3,0,61,4,5,13,0,4,1,8,27,44,18
1,100,63,10,0,0,3,4,1,6,22,44,27
1,5,68,7,1,0,3,0,1,27,2,44,19
6,1,72,2,2,8,0,1,1,10,27,44,5
6,1,74,2,2,0,3,4,1,4,22,44,24
5,3,0,11,1,0,3,4,0,11,3,45,1
7,4,1,0,2,1,4,0,1,13,12,45,2
8,7,2,7,4,10,0,1,1,15,15,45,3
3,1,3,13,0,11,1,3,0,18,20,45,4
4,6,4,2,3,100,2,2,1,22,22,45,5
6,100,5,4,6,3,5,4,1,27,23,45,6
9,2,6,5,5,4,3,0,0,34,25,45,7
1,5,7,6,1,8,5,2,1,41,26,45,8
2,0,8,12,5,9,4,0,0,0,28,45,9
4,100,9,14,5,2,3,3,1,1,43,45,10
9,3,10,15,5,7,0,4,1,2,0,45,11
6,100,11,1,4,5,0,0,1,3,2,45,12
5,1,12,9,6,6,0,2,1,4,4,45,13
3,4,13,10,2,12,3,4,0,5,6,45,14
2,0,14,3,2,13,5,2,0,7,9,45,15
7,0,15,8,4,100,1,2,1,8,11,45,16
8,4,16,14,0,11,0,2,0,9,13,45,17
2,7,17,3,4,8,3,0,1,10,14,45,18
1,1,18,12,1,4,0,1,1,14,16,45,19
8,3,19,9,2,11,5,3,1,20,17,45,20
4,6,20,0,1,4,2,2,0,25,18,45,21
3,5,21,7,6,1,2,1,0,99,24,45,22
1,6,22,11,5,9,5,2,0,6,27,45,23
9,3,23,14,1,100,0,1,1,7,30,45,24
9,7,24,1,5,10,4,0,1,14,36,45,25
3,1,25,7,0,10,0,4,0,41,37,45,26
3,1,26,3,5,8,4,1,1,18,39,45,27
9,2,27,4,1,5,5,3,1,25,1,45,28
4,7,28,2,0,1,2,1,0,22,8,45,29
7,1,29,11,3,9,0,4,0,13,10,45,30
5,3,30,5,6,5,4,4,0,11,19,45,31
7,3,31,10,0,100,1,0,0,1,21,45,32
9,4,32,14,0,12,1,4,0,20,17,45,33
4,1,33,9,4,13,1,3,0,5,4,45,34
5,6,34,12,6,10,4,1,1,15,8,45,35
7,5,35,3,1,5,5,0,1,14,30,45,36
8,5,36,7,2,9,0,1,1,8,12,45,37
5,4,37,7,1,10,4,3,0,25,10,45,38
7,100,38,10,2,1,1,2,1,27,14,45,39
1,6,39,6,2,3,4,4,1,11,26,45,40
5,0,40,10,5,4,1,2,1,20,24,45,100
1,1,42,1,2,0,4,4,1,10,37,45,0
1,6,43,8,1,7,1,2,0,2,1,45,30
1,5,44,5,4,8,1,2,0,13,25,45,3
7,7,45,11,3,2,2,4,0,13,26,45,40
4,0,46,6,3,13,5,2,1,10,10,45,24
5,6,47,9,3,11,1,2,1,9,1,45,26
7,4,48,9,4,7,4,1,1,7,28,45,13
7,5,49,11,1,100,5,4,0,3,26,45,11
6,100,51,13,2,10,0,0,1,41,28,45,8
8,2,54,11,2,5,4,1,1,27,21,45,24
3,100,56,5,1,0,1,2,1,5,2,45,32
5,3,58,12,4,10,0,1,1,9,37,45,5
3,3,59,5,3,13,3,3,1,7,39,45,14
6,6,61,13,6,2,4,4,0,8,3,45,33
3,1,63,14,0,2,2,1,0,1,1,45,20
1,6,68,5,6,3,5,2,1,99,15,45,2
5,3,72,6,6,13,2,0,1,20,24,45,3
