# ACTS Test Suite Generation: Thu Jul 22 15:09:57 JST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 16
# Maximum number of values per parameter: 200
# Number of configurations: 20015
a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p
2,4,1,2,1,4,0,0,0,28,5,29,58,1,1,2
5,5,0,1,1,4,1,1,1,29,8,30,63,1,0,2
7,6,2,1,0,4,1,1,1,30,9,31,1,1,1,0
8,7,0,2,0,4,0,0,0,31,10,32,2,0,1,2
1,8,2,0,1,4,1,1,2,1,11,33,3,0,0,3
7,9,2,0,1,4,1,1,1,2,0,34,4,0,1,1
6,10,1,1,1,4,0,1,2,3,3,35,5,1,0,2
5,11,2,3,1,4,1,1,1,4,1,36,6,1,0,1
6,11,2,1,1,4,0,0,0,5,2,37,7,0,0,0
4,0,0,3,1,4,1,0,0,6,4,38,8,1,1,2
7,1,0,2,0,4,1,0,0,7,0,39,9,1,0,2
8,2,1,2,1,4,1,1,1,8,1,40,10,0,0,2
1,3,2,0,1,4,0,0,0,9,6,41,11,1,1,1
3,5,1,1,1,4,1,0,0,10,7,42,12,1,0,2
6,4,1,1,1,4,1,0,0,11,8,43,13,0,0,3
4,6,0,0,1,4,1,0,1,12,6,44,14,0,1,2
7,7,0,2,0,4,0,0,0,13,7,45,15,1,0,2
5,8,1,1,1,4,0,1,0,14,8,46,16,1,0,1
6,9,2,3,1,4,0,1,1,15,2,47,17,1,1,3
2,10,2,1,1,4,0,0,1,16,5,48,18,0,0,1
8,0,2,2,1,4,1,0,0,17,9,49,19,1,1,3
2,3,2,2,1,4,0,1,2,18,3,50,20,1,1,0
4,2,2,1,1,4,0,1,1,19,4,51,21,0,0,0
1,5,0,3,1,4,0,1,2,20,0,52,22,1,0,3
7,6,0,1,0,4,0,0,2,21,1,53,23,0,0,1
8,3,2,2,1,4,0,1,2,22,3,54,24,1,1,1
2,4,0,0,1,4,1,1,0,23,4,55,25,0,0,0
3,7,0,1,1,4,1,0,0,24,6,56,26,1,0,0
5,1,0,2,1,4,1,0,0,25,7,57,27,1,1,0
4,2,1,0,0,4,1,0,2,26,1,58,28,1,0,1
1,9,2,2,0,4,1,0,1,27,0,59,29,0,1,3
5,10,2,2,1,4,1,0,2,28,3,60,30,1,0,0
6,11,0,1,0,4,0,1,0,29,0,61,31,0,0,3
8,6,1,0,0,4,0,0,0,30,4,62,32,1,0,1
5,7,1,0,0,4,1,1,0,31,5,63,33,1,1,1
9,1,1,3,1,4,1,0,0,1,8,64,34,1,0,2
1,2,1,3,0,4,0,0,2,2,10,65,35,0,1,2
3,5,1,0,1,4,1,0,0,3,3,66,36,1,1,1
6,6,2,2,0,4,1,0,2,4,9,67,37,1,0,0
2,7,2,3,0,4,0,1,1,5,0,68,38,0,0,1
7,8,1,0,0,4,1,1,2,6,6,69,39,1,0,2
9,9,2,3,1,4,0,1,0,7,7,70,41,1,1,0
3,10,1,2,1,4,1,0,2,8,8,71,43,0,1,2
9,11,0,1,0,4,1,0,2,9,10,72,44,0,0,2
4,0,1,3,0,4,1,1,2,10,3,73,46,1,0,2
8,1,1,1,0,4,1,0,1,11,2,74,50,0,0,2
1,3,2,2,0,4,1,0,2,12,2,75,51,1,0,1
1,4,0,0,1,4,1,1,0,13,11,76,55,0,0,1
2,5,1,3,1,4,0,0,1,14,0,77,58,1,1,1
9,6,0,3,1,4,0,0,0,15,11,78,63,1,1,3
7,8,0,3,1,4,1,0,1,16,2,79,1,1,0,2
7,9,1,2,0,4,0,0,0,17,9,80,2,0,1,3
3,7,1,1,0,4,0,0,1,18,4,81,3,0,0,1
4,8,2,0,0,4,1,1,0,19,5,82,4,0,1,0
5,11,1,1,0,4,1,0,0,20,0,83,5,0,1,1
8,0,1,0,0,4,0,0,2,21,6,84,6,0,1,3
9,1,1,2,0,4,1,0,0,22,3,85,7,0,0,1
1,2,2,3,1,4,1,1,0,23,6,86,8,1,1,0
6,3,0,2,1,4,1,0,0,24,9,87,9,1,0,3
2,5,2,0,0,4,0,0,1,25,10,88,10,1,0,1
3,6,2,0,0,4,0,1,2,26,1,89,11,1,0,0
6,4,0,1,1,4,0,1,0,27,10,90,12,1,0,3
7,5,0,3,1,4,0,0,2,28,3,91,13,1,1,2
8,9,2,2,1,4,1,0,0,29,11,92,14,1,0,1
4,10,1,1,0,4,1,1,2,30,4,93,15,0,1,0
5,11,0,1,0,4,0,0,0,31,5,94,16,0,1,2
6,0,1,0,0,4,0,0,1,1,6,95,17,0,1,0
1,11,2,2,0,4,1,0,2,2,7,96,18,0,1,1
2,11,2,2,1,4,1,1,2,3,8,97,19,1,0,2
3,1,0,3,0,4,0,0,2,4,9,98,20,0,0,0
4,4,0,3,0,4,0,0,1,5,11,99,21,0,1,2
3,8,2,3,1,5,1,0,1,6,7,0,22,1,0,3
7,3,0,2,0,5,0,1,2,7,0,1,23,0,1,1
8,7,1,0,1,5,0,1,0,8,1,2,24,0,0,2
9,5,0,1,0,5,1,0,2,9,5,3,25,0,0,0
4,9,0,3,0,5,0,1,0,10,4,4,26,1,1,1
2,10,0,1,0,5,1,1,1,11,11,5,27,1,1,3
5,0,0,2,0,5,1,1,1,12,2,6,28,1,0,2
3,2,1,3,0,5,0,0,1,13,7,7,29,0,1,2
5,4,1,1,1,5,0,1,0,14,8,8,30,0,0,1
6,6,2,2,0,5,1,0,2,15,9,9,31,1,0,2
1,1,2,2,1,5,1,0,1,16,6,10,32,1,1,0
7,11,2,3,0,5,1,0,2,17,10,11,33,0,0,0
9,0,0,2,1,5,1,0,1,18,1,12,34,1,1,2
8,5,2,0,1,5,1,1,0,19,2,13,35,0,0,0
9,6,2,3,0,5,1,1,0,20,5,14,36,0,1,3
1,9,0,3,0,5,0,0,1,21,3,15,37,1,0,1
2,8,1,3,0,5,0,0,2,22,10,16,38,1,1,1
4,11,0,3,0,5,0,0,2,23,4,17,39,0,1,1
5,0,1,2,0,5,0,0,1,24,5,18,41,0,1,2
7,9,0,1,0,5,1,0,2,25,1,19,43,0,0,0
8,1,2,0,0,5,0,0,0,26,9,20,44,1,0,0
6,2,2,1,1,5,1,0,1,27,8,21,46,0,1,3
8,2,1,2,0,5,0,1,1,28,1,22,50,0,1,2
9,2,1,0,1,5,1,0,1,29,7,23,51,1,0,0
1,3,2,2,1,5,1,1,0,30,8,24,55,1,1,0
3,10,2,2,1,5,0,0,2,31,9,25,58,1,0,3
5,7,0,0,0,5,0,0,0,1,3,26,63,0,0,2
6,7,1,2,1,5,0,1,0,2,0,27,1,0,1,3
7,8,0,1,1,5,1,1,1,3,3,28,2,0,0,3
8,9,2,2,0,5,0,1,0,4,9,29,3,0,0,2
3,10,2,3,0,5,0,0,0,5,11,30,4,0,1,3
4,9,1,3,1,5,0,1,0,6,7,31,5,1,1,0
5,10,2,0,1,5,1,1,0,7,9,32,6,0,0,1
2,2,0,3,1,5,1,1,0,8,10,33,7,0,0,3
4,3,2,0,1,5,1,1,1,9,2,34,8,0,1,3
9,4,0,2,0,5,1,1,2,10,11,35,9,0,1,1
1,3,2,3,1,5,0,0,0,11,2,36,10,1,1,3
2,4,2,2,1,5,1,1,1,12,4,37,11,1,1,2
6,7,0,2,0,5,1,1,0,13,2,38,12,0,0,2
8,8,1,1,1,5,0,1,1,14,4,39,13,0,1,1
9,0,0,1,0,5,1,0,0,15,5,40,14,0,1,2
2,9,1,1,1,5,0,1,0,16,11,41,15,1,1,2
7,10,2,1,1,5,1,1,0,17,11,42,16,1,0,1
3,10,1,1,1,5,0,1,1,18,6,43,17,1,1,0
5,1,0,3,0,5,0,1,1,19,8,44,18,1,1,2
1,4,2,1,0,5,1,1,0,20,2,45,19,1,1,0
6,5,0,2,1,5,1,0,2,21,5,46,20,1,0,0
7,6,1,0,1,5,1,0,1,22,10,47,21,0,0,3
7,1,0,2,1,5,1,0,2,23,9,48,22,1,1,1
4,2,1,1,1,5,0,1,2,24,1,49,23,1,1,2
5,5,2,3,1,5,1,0,1,25,10,50,24,0,1,3
6,6,2,0,1,5,1,0,2,26,3,51,25,1,1,3
8,11,0,2,0,5,1,1,1,27,7,52,26,0,0,0
9,8,2,1,0,5,1,0,0,28,6,53,27,0,0,0
1,7,2,1,1,5,1,0,2,29,8,54,28,1,0,1
4,10,1,0,0,5,1,1,1,30,0,55,29,1,0,1
5,0,1,2,0,5,1,0,1,31,11,56,30,0,1,2
6,0,2,2,0,5,1,0,2,1,11,57,31,1,1,0
2,11,0,2,0,5,1,1,2,2,11,58,32,0,1,1
4,0,2,1,0,5,1,1,1,3,4,59,33,1,0,1
3,4,2,2,1,5,0,1,0,4,6,60,34,1,1,1
7,4,1,3,0,5,0,1,0,5,7,61,35,0,0,3
9,3,0,1,0,5,0,0,0,6,11,62,36,1,1,2
8,4,1,0,1,5,0,1,1,7,0,63,37,0,1,1
1,5,2,1,0,5,1,0,2,8,5,64,38,0,0,2
2,6,0,2,0,5,1,0,0,9,8,65,39,0,1,3
4,7,0,0,0,5,1,1,0,10,8,66,41,1,0,0
3,11,1,0,1,5,1,1,2,11,6,67,43,0,0,1
5,0,1,3,1,5,1,1,0,12,2,68,44,1,0,1
8,3,1,1,0,5,0,1,1,13,10,69,46,0,1,3
1,11,1,2,1,5,1,1,2,14,9,70,50,0,1,0
8,0,2,2,1,5,1,0,1,15,3,71,51,1,1,3
2,1,0,1,0,5,0,1,1,16,1,72,55,0,1,3
7,2,2,3,1,5,0,0,2,17,11,73,58,0,1,0
9,3,0,3,1,5,0,1,1,18,1,74,63,1,1,1
3,4,2,0,0,5,1,1,0,19,6,75,1,1,1,2
5,8,0,2,1,5,0,1,0,20,10,76,2,1,0,3
6,6,2,0,0,5,1,0,0,21,4,77,3,1,0,2
7,7,2,0,0,5,1,1,2,22,5,78,4,0,1,3
1,1,0,1,1,5,1,1,1,23,8,79,5,1,1,0
2,5,0,0,0,5,0,1,2,24,2,80,6,1,1,2
4,8,2,0,1,5,0,0,0,25,0,81,7,0,0,3
9,9,0,0,0,5,0,0,0,26,1,82,8,0,1,1
1,10,1,1,0,5,1,0,2,27,3,83,9,1,0,3
3,1,2,1,1,5,1,0,2,28,7,84,10,0,0,3
5,2,1,3,1,5,0,0,1,29,5,85,11,1,1,0
2,3,0,0,0,5,1,1,0,30,7,86,12,1,0,2
2,6,0,2,1,5,0,0,2,31,10,87,13,0,0,0
6,7,0,2,1,5,1,0,0,1,7,88,14,1,1,1
7,8,0,0,0,5,0,0,1,2,0,89,15,0,1,3
8,7,2,2,0,5,0,0,0,3,4,90,16,1,1,0
9,8,1,0,1,5,0,0,1,4,11,91,17,1,0,1
4,9,2,1,0,5,0,0,0,5,0,92,18,1,1,3
5,2,0,3,1,5,0,1,1,6,2,93,19,1,0,2
6,5,2,1,0,5,0,1,1,7,3,94,20,1,1,3
7,10,0,3,0,5,1,1,2,8,4,95,21,1,0,2
3,3,1,1,1,5,1,0,0,9,6,96,22,0,1,3
6,5,1,2,0,5,0,0,0,10,7,97,23,1,0,3
9,4,0,0,0,5,0,0,2,11,2,98,24,0,1,2
1,8,2,2,0,5,1,0,1,12,9,99,25,1,0,3
8,6,2,3,1,6,1,0,1,13,10,0,26,1,0,3
4,7,0,2,0,6,0,1,2,14,1,1,27,0,1,1
5,8,1,0,0,6,1,1,0,15,6,2,28,1,1,2
6,9,0,1,0,6,1,0,2,16,8,3,29,1,1,0
3,1,2,2,0,6,0,0,0,17,0,4,30,1,1,3
1,2,1,1,1,6,0,0,0,18,5,5,31,1,0,2
2,3,1,0,1,6,0,1,0,19,3,6,32,0,0,0
7,5,0,2,1,6,1,1,2,20,9,7,33,0,1,0
9,10,1,2,0,6,1,0,0,21,4,8,34,0,0,2
8,11,2,1,1,6,1,1,0,22,7,9,35,0,0,0
9,0,2,0,1,6,1,1,2,23,0,10,36,1,1,2
2,4,1,2,1,6,1,1,0,24,2,11,37,1,1,1
3,6,2,0,0,6,0,0,1,25,3,12,38,1,1,0
7,1,0,1,0,6,0,1,1,26,7,13,39,1,1,0
1,2,0,1,1,6,1,1,1,27,11,14,41,1,1,0
6,6,0,2,0,6,1,1,0,28,1,15,43,0,1,0
4,7,0,2,0,6,0,0,2,29,5,16,44,1,1,3
5,10,2,3,0,6,0,0,2,30,8,17,46,0,0,1
3,11,1,3,1,6,0,1,0,31,10,18,50,0,1,1
4,0,0,3,1,6,0,1,0,1,4,19,51,1,1,3
5,5,0,2,1,6,0,1,1,2,5,20,55,0,0,3
8,6,1,1,1,6,0,1,1,3,6,21,58,0,0,0
2,1,1,0,1,6,0,0,1,4,8,22,63,0,0,0
4,9,0,3,0,6,0,0,2,5,9,23,1,1,1,0
6,10,0,0,0,6,1,0,0,6,10,24,2,0,1,3
1,3,0,3,0,6,0,0,0,7,1,25,3,1,1,3
7,4,0,2,0,6,1,1,0,8,2,26,4,0,1,0
1,5,1,1,0,6,1,0,2,9,3,27,5,0,0,0
9,7,1,0,1,6,0,1,1,10,6,28,6,0,1,2
8,8,1,3,1,6,1,0,1,11,10,29,7,0,0,1
9,9,2,3,1,6,0,1,2,12,0,30,8,0,1,3
2,11,1,3,0,6,0,1,2,13,1,31,9,0,1,2
6,0,2,0,0,6,1,1,2,14,4,32,10,1,0,2
4,3,2,3,1,6,0,1,1,15,5,33,11,0,1,3
5,1,2,2,1,6,1,0,2,16,8,34,12,0,1,1
3,2,2,0,0,6,1,1,2,17,9,35,13,0,0,1
7,5,1,1,0,6,1,0,0,18,8,36,14,0,0,3
3,6,0,2,0,6,0,1,1,19,9,37,15,0,1,0
9,1,1,2,0,6,1,1,0,20,10,38,16,0,1,0
3,2,1,2,1,6,0,0,1,21,11,39,17,0,0,2
5,3,1,3,0,6,0,0,2,22,0,40,18,1,0,1
6,4,0,1,1,6,0,0,0,23,1,41,19,0,1,2
8,11,0,0,0,6,0,0,0,24,2,42,20,1,1,0
7,0,2,1,0,6,0,1,0,25,3,43,21,0,1,2
8,7,1,2,0,6,0,0,1,26,4,44,22,0,1,0
2,8,2,0,1,6,1,1,2,27,5,45,23,0,0,2
1,9,1,1,0,6,0,1,0,28,6,46,24,1,0,2
2,10,1,1,1,6,1,0,1,29,7,47,25,1,0,2
6,5,2,2,1,6,1,0,1,30,8,48,26,1,1,3
7,6,2,1,0,6,0,1,1,31,10,49,27,1,0,3
4,7,0,1,0,6,0,0,1,1,11,50,28,0,1,2
9,8,2,0,0,6,1,1,1,2,1,51,29,1,1,3
5,9,0,2,0,6,1,0,1,3,2,52,30,0,1,2
8,10,1,2,1,6,0,1,1,4,3,53,31,0,0,3
3,11,0,3,1,6,1,1,0,5,4,54,32,0,0,3
5,0,2,2,0,6,1,1,2,6,6,55,33,1,1,3
4,3,0,3,1,6,0,1,0,7,7,56,34,0,0,3
1,4,2,1,1,6,0,1,1,8,9,57,35,1,0,1
3,1,0,3,1,6,1,0,1,9,8,58,36,1,0,3
6,2,1,2,0,6,0,0,1,10,10,59,37,0,1,0
7,5,0,1,0,6,0,1,2,11,0,60,38,1,0,3
8,8,0,0,1,6,0,1,0,12,1,61,39,0,0,0
5,11,2,3,1,6,1,0,1,13,5,62,41,1,0,1
9,0,0,0,1,6,0,1,0,14,6,63,43,1,0,0
2,2,2,2,0,6,1,0,0,15,7,64,44,0,1,0
4,3,2,3,1,6,0,1,2,16,9,65,46,0,0,2
1,4,0,1,1,6,1,1,2,17,0,66,50,1,0,0
2,7,2,0,1,6,0,1,2,18,4,67,51,0,1,0
4,9,2,1,0,6,0,1,0,19,11,68,55,0,1,1
9,10,0,1,1,6,1,0,1,20,2,69,58,1,0,1
6,1,0,3,0,6,0,1,0,21,3,70,63,0,1,2
7,6,1,0,1,6,1,0,2,22,7,71,1,0,1,1
3,7,1,0,1,6,0,0,0,23,5,72,2,0,1,0
8,8,0,3,0,6,0,1,2,24,6,73,3,1,0,3
1,9,0,0,0,6,0,0,0,25,8,74,4,1,0,2
2,1,0,2,1,6,1,0,0,26,10,75,5,0,1,3
3,2,0,2,1,6,0,1,2,27,1,76,6,1,0,3
4,3,2,3,1,6,1,0,0,28,2,77,7,1,0,3
6,4,0,2,1,6,1,1,0,29,3,78,8,1,0,0
8,5,0,2,0,6,1,1,2,30,4,79,9,1,0,3
9,6,0,2,0,6,1,0,1,31,5,80,10,1,1,3
1,10,1,2,1,6,0,1,1,1,9,81,11,0,1,0
5,11,2,3,1,6,0,1,1,2,11,82,12,0,0,0
6,0,0,0,0,6,0,1,1,3,1,83,13,1,1,1
1,3,1,3,1,6,0,0,1,4,1,84,14,1,1,1
7,0,1,3,1,6,0,0,2,5,2,85,15,0,1,0
3,1,2,2,1,6,0,1,0,6,3,86,16,0,1,2
5,2,2,2,1,6,0,1,1,7,4,87,17,0,1,3
9,4,0,2,0,6,1,0,1,8,5,88,18,1,1,0
8,5,0,3,1,6,0,1,2,9,6,89,19,0,1,2
4,6,1,3,0,6,1,1,1,10,0,90,20,1,0,1
8,7,2,2,0,6,1,0,1,11,6,91,21,1,0,2
2,8,1,0,0,6,1,1,0,12,7,92,22,0,0,1
7,9,2,2,1,6,0,1,1,13,8,93,23,0,1,0
4,10,0,1,1,6,0,1,1,14,9,94,24,0,1,2
9,11,2,2,1,6,0,0,1,15,10,95,25,0,1,3
5,0,1,3,1,6,0,0,0,16,2,96,26,0,0,2
7,1,1,0,1,6,0,1,2,17,11,97,27,0,1,3
1,2,1,0,1,6,1,0,2,18,0,98,28,0,0,2
2,3,2,2,0,6,1,0,1,19,3,99,29,0,0,1
5,5,2,3,1,7,1,0,1,20,5,0,30,1,0,3
9,1,0,2,0,7,0,1,2,21,8,1,31,0,1,1
6,2,1,0,0,7,0,1,0,22,11,2,32,1,1,2
8,6,2,1,1,7,0,1,0,23,7,3,33,0,1,0
7,7,1,2,0,7,0,0,1,24,10,4,34,0,1,1
3,8,0,0,0,7,0,0,1,25,0,5,35,1,1,3
4,9,0,1,1,7,1,1,0,26,1,6,36,0,0,2
1,10,2,2,0,7,0,0,0,27,4,7,37,1,1,2
2,11,1,1,0,7,1,0,0,28,6,8,38,0,0,1
5,0,1,1,0,7,0,1,1,29,2,9,39,1,1,2
6,4,2,0,1,7,0,1,0,30,9,10,41,0,0,0
9,5,0,0,0,7,1,1,1,31,11,11,43,1,1,0
1,8,0,2,1,7,0,1,1,1,0,12,44,1,1,3
2,3,2,3,0,7,1,1,0,2,3,13,46,0,0,2
3,4,2,1,1,7,1,1,1,3,7,14,50,1,0,3
7,7,2,0,1,7,1,0,2,4,9,15,51,0,1,1
8,9,2,0,1,7,1,1,1,5,4,16,55,1,0,1
3,1,0,0,1,7,1,1,1,6,5,17,58,0,0,1
7,6,2,2,1,7,0,1,1,7,6,18,63,1,0,3
8,10,0,3,0,7,0,1,2,8,8,19,1,0,1,2
3,11,2,1,0,7,1,0,1,9,11,20,2,0,1,0
9,0,2,2,0,7,1,1,1,10,10,21,3,0,1,3
4,3,1,0,0,7,0,1,2,11,4,22,4,0,1,2
5,4,1,1,1,7,0,0,0,12,5,23,5,0,0,3
4,6,1,2,1,7,0,0,0,13,0,24,6,0,0,2
5,9,1,3,1,7,1,1,2,14,2,25,7,0,0,2
2,10,0,0,1,7,0,1,1,15,8,26,8,0,1,2
4,11,2,3,1,7,1,1,1,16,9,27,9,1,0,0
2,0,0,0,1,7,1,0,0,17,1,28,10,1,1,1
1,2,0,0,0,7,0,0,2,18,3,29,11,1,0,2
6,8,0,0,1,7,0,0,0,19,7,30,12,0,0,2
8,5,2,0,0,7,0,0,1,20,8,31,13,1,0,0
9,6,2,1,0,7,1,0,0,21,0,32,14,1,1,1
6,7,0,3,0,7,1,1,0,22,1,33,15,1,1,1
8,8,0,3,1,7,0,1,2,23,3,34,16,0,0,3
5,9,1,2,0,7,1,1,0,24,10,35,17,1,0,0
9,10,1,2,1,7,1,0,2,25,11,36,18,1,0,2
1,3,0,0,0,7,0,1,1,26,10,37,19,0,0,3
3,4,1,1,0,7,1,0,1,27,5,38,20,0,1,2
4,5,0,1,1,7,0,0,0,28,2,39,21,0,1,2
6,7,0,2,0,7,1,0,2,29,4,40,22,0,0,1
9,1,2,1,1,7,0,1,1,30,2,41,23,0,1,1
1,2,2,2,0,7,0,1,0,31,6,42,24,0,1,3
8,11,1,3,0,7,0,1,0,1,7,43,25,1,1,3
7,0,2,3,0,7,0,1,1,2,9,44,26,0,0,0
4,1,1,1,0,7,0,0,1,3,10,45,27,0,0,0
7,2,2,1,1,7,1,1,0,4,11,46,28,0,0,1
1,3,1,0,1,7,1,0,2,5,0,47,29,0,0,3
9,4,1,3,0,7,0,1,2,6,1,48,30,0,0,3
2,5,2,2,0,7,1,1,0,7,3,49,31,1,0,2
3,6,2,0,1,7,0,0,2,8,4,50,32,0,0,1
3,1,1,0,0,7,0,0,2,9,5,51,33,0,1,0
6,7,0,1,0,7,0,1,2,10,6,52,34,0,0,1
6,9,0,2,0,7,1,0,0,11,7,53,35,1,1,0
4,10,0,2,0,7,0,1,2,12,9,54,36,1,0,0
7,5,1,0,1,7,0,1,1,13,5,55,37,1,0,1
8,11,0,0,1,7,0,0,0,14,8,56,38,1,1,2
9,8,0,1,0,7,0,1,1,15,0,57,39,0,0,0
5,9,0,3,1,7,1,1,0,16,3,58,41,1,0,1
2,10,2,0,0,7,0,0,2,17,6,59,43,1,0,3
1,11,2,1,1,7,1,1,2,18,8,60,44,1,0,0
2,0,1,1,0,7,1,1,0,19,9,61,46,0,0,0
6,2,1,1,0,7,1,0,2,20,10,62,50,0,0,0
7,3,1,1,0,7,0,0,1,21,11,63,51,1,1,0
3,4,2,1,1,7,1,0,1,22,1,64,55,1,1,2
5,8,2,2,1,7,0,0,0,23,2,65,58,0,0,3
6,6,1,1,0,7,0,0,1,24,4,66,63,0,0,3
1,8,1,1,1,7,1,0,2,25,5,67,1,0,1,2
7,11,0,2,1,7,0,1,0,26,7,68,2,1,0,1
3,7,2,2,1,7,1,1,1,27,8,69,3,0,1,2
4,2,0,0,1,7,0,0,2,28,10,70,4,1,1,1
5,3,1,3,1,7,1,1,1,29,0,71,5,1,1,1
6,4,1,0,0,7,1,1,1,30,2,72,6,1,0,3
2,5,0,2,0,7,0,1,2,31,4,73,7,1,0,0
3,6,0,0,1,7,1,0,0,1,6,74,8,0,1,1
9,7,0,3,1,7,0,0,0,2,7,75,9,1,1,2
2,9,1,2,0,7,1,1,2,3,9,76,10,1,1,3
8,8,1,3,1,7,1,1,1,4,10,77,11,0,1,3
1,10,2,3,0,7,0,1,1,5,1,78,12,1,0,2
4,0,0,3,0,7,1,0,2,6,5,79,13,0,0,2
8,1,0,3,1,7,1,0,1,7,11,80,14,1,1,3
7,2,2,3,0,7,0,1,2,8,3,81,15,1,1,0
8,3,2,0,0,7,0,1,2,9,8,82,16,0,0,3
3,4,1,2,0,7,1,1,1,10,9,83,17,1,1,1
4,5,1,2,0,7,1,1,1,11,0,84,18,1,0,2
2,6,1,3,1,7,0,1,1,12,1,85,19,1,1,2
5,7,1,1,1,7,0,1,1,13,2,86,20,0,1,1
9,9,1,2,0,7,1,0,0,14,3,87,21,0,1,0
1,10,0,1,0,7,1,1,2,15,4,88,22,0,0,0
5,11,1,3,0,7,1,0,2,16,7,89,23,0,0,0
7,0,0,1,1,7,1,0,0,17,8,90,24,0,1,0
3,1,0,2,0,7,0,1,0,18,9,91,25,1,1,1
6,2,1,2,1,7,1,1,2,19,6,92,26,1,0,1
8,3,0,0,1,7,1,1,2,20,0,93,27,0,0,0
7,4,0,0,1,7,0,0,1,21,11,94,28,1,1,2
2,5,1,0,1,7,1,0,2,22,2,95,29,1,1,0
4,6,0,2,1,7,1,1,2,23,3,96,30,1,0,0
5,7,1,3,1,7,1,0,2,24,4,97,31,1,1,3
6,8,2,1,0,7,1,1,0,25,5,98,32,0,1,2
7,9,2,2,1,7,1,1,0,26,6,99,33,0,1,1
9,10,2,3,1,8,1,0,1,27,11,0,34,1,0,3
2,11,0,2,0,8,0,1,2,28,10,1,35,0,1,1
1,1,1,0,0,8,0,1,0,29,7,2,36,0,1,2
3,0,0,1,1,8,0,0,2,30,1,3,37,1,1,0
4,3,2,3,1,8,1,1,2,31,6,4,38,1,0,3
6,4,2,0,1,8,0,0,0,1,9,5,39,0,1,1
7,8,1,1,0,8,1,1,1,2,5,6,41,1,0,0
8,9,1,2,0,8,0,1,1,3,0,7,43,0,1,1
5,2,2,2,1,8,1,1,0,4,3,8,44,1,1,0
9,5,1,2,1,8,1,1,0,5,4,9,46,0,0,0
7,6,0,1,0,8,0,1,1,6,8,10,50,1,0,0
6,7,2,2,0,8,1,0,1,7,2,11,51,0,0,0
6,10,0,1,0,8,1,1,1,8,7,12,55,1,1,2
1,11,2,3,0,8,0,1,0,9,11,13,58,1,1,0
6,5,0,3,1,8,1,1,0,10,10,14,63,1,1,2
2,0,1,3,1,8,0,0,1,11,11,15,1,0,0,1
5,1,2,0,0,8,1,1,2,12,0,16,2,0,0,2
6,2,0,1,1,8,0,0,1,13,1,17,3,1,1,2
9,3,2,2,0,8,1,1,0,14,2,18,4,1,1,1
2,4,0,2,1,8,0,1,0,15,3,19,5,1,1,2
7,6,2,2,0,8,0,1,0,16,4,20,6,1,1,1
1,7,0,0,1,8,1,1,2,17,5,21,7,0,0,3
3,8,0,1,1,8,0,0,0,18,6,22,8,0,0,3
1,10,2,3,1,8,1,1,1,19,10,23,9,0,0,0
3,11,2,3,0,8,1,0,1,20,1,24,10,0,0,2
4,0,1,0,1,8,0,1,0,21,7,25,11,1,0,0
9,1,2,2,1,8,0,0,1,22,10,26,12,1,0,0
5,9,2,0,1,8,0,0,2,23,11,27,13,0,0,3
4,10,0,1,1,8,1,1,0,24,8,28,14,0,1,0
5,11,2,1,0,8,1,1,1,25,1,29,15,0,1,1
8,0,1,2,1,8,1,0,2,26,2,30,16,1,0,1
1,3,2,0,1,8,0,1,2,27,3,31,17,0,1,2
1,4,1,0,0,8,1,1,2,28,5,32,18,1,1,3
9,5,2,2,1,8,1,1,0,29,9,33,19,0,1,3
2,6,2,1,1,8,1,0,0,30,6,34,20,0,1,3
8,7,1,1,0,8,0,0,1,31,7,35,21,0,1,1
4,8,2,3,1,8,0,0,0,1,9,36,22,0,0,3
5,9,2,2,1,8,1,0,1,2,0,37,23,0,0,2
2,10,2,0,1,8,1,1,0,3,1,38,24,0,1,2
5,11,0,0,0,8,0,0,1,4,8,39,25,0,1,2
3,1,0,3,1,8,0,0,0,5,10,40,26,1,0,3
4,2,1,2,1,8,1,1,1,6,4,41,27,0,0,1
5,3,1,1,0,8,0,1,0,7,5,42,28,1,0,0
9,5,0,1,0,8,1,0,1,8,9,43,29,0,0,1
1,10,1,3,0,8,0,0,2,9,3,44,30,1,0,0
8,0,2,1,0,8,1,0,1,10,4,45,31,1,1,1
3,1,0,1,1,8,0,1,2,11,7,46,32,0,0,2
8,2,2,1,1,8,0,0,2,12,8,47,33,1,0,3
1,7,1,1,1,8,0,1,1,13,11,48,34,1,0,3
3,8,0,1,1,8,1,0,0,14,2,49,35,1,0,3
8,9,1,0,0,8,0,1,2,15,6,50,36,0,0,2
1,4,0,0,0,8,0,1,0,16,0,51,37,0,0,2
2,8,1,0,0,8,0,1,2,17,1,52,38,1,0,0
3,0,2,0,0,8,1,0,2,18,4,53,39,1,0,0
9,1,2,2,0,8,0,0,0,19,5,54,41,0,0,0
9,6,1,3,1,8,0,1,2,20,7,55,43,0,1,3
6,9,2,2,1,8,1,0,1,21,9,56,44,0,0,2
4,2,1,1,1,8,1,0,1,22,2,57,46,0,0,1
7,3,1,0,1,8,0,0,2,23,6,58,50,0,1,3
8,4,0,0,0,8,0,1,2,24,11,59,51,0,0,0
4,7,1,2,0,8,1,0,0,25,10,60,55,0,0,0
4,5,2,2,0,8,1,1,0,26,3,61,58,1,1,3
